studytime,failures,absences,G1,G2,attendance_pct,study_hours,engagement_score,final_score,pass,grade
3,3,8,19,16,83.10746360308254,15,24.388432950385315,72.82615906794562,1,B
4,3,8,19,19,84.764935953337,20,29.595616994167123,81.45625969503662,1,A
4,2,1,17,10,97.94854298486314,12,27.243567873107892,82.08385598123337,1,A
3,3,1,12,7,98.43755927598257,9,24.30469490949782,60.726447233050635,0,C
4,2,18,15,18,66.26747011347757,8,26.283433764184696,54.55462366229348,0,C
4,2,22,9,19,50.0,20,27.25,54.297591731259416,0,C
2,2,26,6,17,50.0,10,21.25,54.617919270036694,0,C
1,2,2,12,14,95.03634191170676,4,19.879542738963345,71.33689305881086,1,B
1,0,16,14,9,63.39328740198171,4,12.924160925247714,56.93309970848054,0,C
1,2,13,11,13,74.63037370640694,2,14.328796713300868,51.71200410367281,0,C
1,1,13,14,8,71.70835404990595,3,15.963544256238244,60.51114891515776,0,C
4,1,13,13,15,70.41312221605224,16,25.80164027700653,67.24208935052432,1,B
3,1,5,8,6,91.1515817003933,6,28.393947712549163,62.15846967522394,1,C
3,2,2,15,9,96.87996421876883,15,29.109995527346104,70.42384443122715,1,B
2,1,0,13,7,100.0,4,20.5,66.77942559466756,1,B
2,0,29,8,16,52.30447829902706,4,19.538059787378383,55.4278174018608,0,C
4,3,15,7,19,73.34138320356247,16,27.16767290044531,59.43688016214729,0,C
3,2,28,19,7,50.0,12,17.25,50.46174857217651,0,C
3,1,3,15,8,92.95875222033244,15,27.619844027541554,74.56773944845744,1,B
1,0,28,7,16,50.0,5,16.25,60.369184004553325,0,C
4,3,0,14,8,100.0,20,30.5,68.3116494125757,1,B
4,0,16,6,9,71.77071423667438,8,25.9713392795843,66.15445798768586,1,B
1,1,27,14,11,50.0,2,13.25,49.88670210817115,0,F
4,0,17,7,8,65.43627575556083,16,29.1795344694451,55.68024638986283,0,C
4,3,25,18,15,50.0,20,22.25,58.61505470097234,0,C
2,1,7,12,11,83.0038586786516,8,25.37548233483145,72.19706181935658,1,B
3,3,1,15,13,98.17106269866999,15,24.271382837333746,69.56711078232004,1,B
4,0,26,12,7,55.636275120323354,20,23.95453439004042,52.0411550073584,0,C
2,2,17,6,9,67.65240652892302,8,16.456550816115378,50.37963323098586,0,C
3,2,26,15,8,50.0,12,23.25,54.99791808355455,0,C
1,2,26,6,19,59.96337247340658,4,14.495421559175822,54.10197276546583,0,C
2,2,15,6,13,64.57455201700716,10,23.071819002125896,46.45138786951651,0,F
2,3,25,14,9,50.0,4,19.25,39.28653303771385,0,F
3,2,9,11,14,78.1911217655963,12,24.773890220699535,58.59534131287454,0,C
1,3,7,19,6,83.47534514359162,4,20.434418142948953,64.00852955927226,1,C
2,1,11,10,14,72.58139666194505,4,21.072674582743133,63.5987372064086,1,C
4,2,21,16,5,50.0,8,20.25,46.47648512950778,0,F
4,3,15,15,11,67.17448568885024,12,22.39681071110628,55.61090531659434,0,C
4,2,11,5,15,81.66567686350615,16,27.20820960793827,62.305901076085306,1,C
1,2,10,6,5,83.43649876663132,3,15.429562345828915,47.79624871906656,0,F
2,2,19,18,12,70.5731848152963,6,16.82164810191204,63.315880796465024,1,C
4,3,18,5,19,65.5870443906229,8,22.198380548827863,56.41184544478125,0,C
1,0,0,19,13,100.0,5,23.5,83.71093886324256,1,A
4,2,26,16,11,50.0,20,22.25,50.96280929073872,0,C
3,2,2,15,13,96.26735658857683,6,30.033419573572104,73.92035344345678,1,B
2,1,11,11,14,82.29840549381376,6,21.28730068672672,68.14719561630147,1,B
2,0,29,10,10,54.99915403637294,6,20.874894254546618,59.99260768564455,0,C
1,3,8,6,19,84.80656685261114,3,21.60082085657639,52.55763424463984,0,C
1,1,20,6,19,68.00149239632535,3,13.500186549540668,62.56258870439619,1,C
2,2,28,6,11,55.10065116333648,8,20.887581395417058,41.57317087507988,0,F
4,1,21,12,7,60.19768307561643,12,28.524710384452053,58.84515810366825,0,C
4,1,4,18,18,91.98862617398913,8,32.49857827174864,90.78108521651464,1,A
3,2,0,11,18,100.0,9,23.5,77.97127452900182,1,B
4,0,9,5,13,80.33827882365607,12,29.04228485295701,63.3879714855808,1,C
1,0,16,8,7,69.30092798907503,2,18.66261599863438,56.3202332435031,0,C
1,1,3,15,10,95.22423238678385,3,22.90302904834798,72.69073764699023,1,B
4,2,14,8,8,70.08152225612199,20,26.760190282015248,52.76771235963044,0,C
1,3,18,11,13,66.5749932634875,2,15.321874157935937,51.89881452182934,0,C
2,1,26,6,5,59.63964159601708,8,15.454955199502134,49.143820995403175,0,F
2,3,7,8,13,82.86412894232966,8,20.35801611779121,47.139255440769986,0,F
4,1,27,5,16,50.0,8,23.25,53.652905591851635,0,C
2,1,27,17,8,50.0,8,17.25,59.79189673116319,0,C
2,2,22,19,14,50.0,8,19.25,56.91519108170782,0,C
3,2,14,17,9,65.88563398960785,12,20.235704248700983,53.216399199914804,0,C
3,3,26,15,15,55.27163142767851,6,23.908953928459812,53.79880902507281,0,C
2,3,6,15,17,86.13913298994984,6,25.76739162374373,68.73753317507028,1,B
4,0,14,8,5,67.36488102516029,16,28.420610128145036,75.08990596224501,1,B
3,2,7,15,18,89.1191804372568,15,29.1398975546571,82.39438320735718,1,A
1,1,29,19,5,50.0,3,15.25,47.78490371532064,0,F
1,1,25,18,10,60.925802955010575,3,19.61572536937632,53.460632964731566,0,C
1,0,22,5,14,53.91718857942219,4,12.739648572427773,46.480377325834084,0,F
4,2,9,6,19,80.47686900575194,16,31.059608625718994,72.4576774305647,1,B
2,1,17,6,17,68.26000229803351,6,18.532500287254187,50.82608293065502,0,C
1,0,3,16,19,92.85763751002703,4,20.607204688753377,81.36025110091904,1,A
4,0,14,14,19,67.7928361024554,8,27.474104512806925,82.74436830573413,1,A
3,1,10,16,5,75.74040286378604,6,20.467550357973256,59.304978260849325,0,C
2,1,21,7,17,61.88731994074938,8,20.73591499259367,57.20129336374248,0,C
3,3,2,12,6,96.95694439987638,9,28.119618049984545,63.23733457948872,1,C
4,2,14,15,17,67.63954226203427,16,26.454942782754284,67.78976506533907,1,B
1,3,2,10,18,96.55404528800712,5,21.069255661000888,61.1147298560892,0,C
1,0,14,10,7,72.45981543206122,2,21.057476929007652,55.5179298849794,0,C
4,1,5,13,11,88.41339414067984,12,28.05167426758498,76.31851099741763,1,B
1,3,0,12,6,100.0,5,18.5,59.29649858788501,0,C
2,0,13,6,9,76.4451860837778,8,20.555648260472225,67.85248401964947,1,B
4,2,15,19,13,70.91380020493315,8,25.864225025616644,69.9442840756228,1,B
3,1,0,10,16,100.0,15,24.5,78.00102626246205,1,B
4,3,20,5,16,60.773571539943426,12,24.596696442492927,53.5316688370807,0,C
2,2,16,17,14,75.84645368808756,4,21.480806711010946,74.50633563927191,1,B
2,3,25,18,12,57.19530068121682,8,17.149412585152103,48.97089186037454,0,F
4,0,7,13,16,83.67212648235918,16,24.459015810294897,85.88556216919815,1,A
4,2,17,8,12,67.47080670527899,8,28.433850838159874,56.28452410312113,0,C
1,3,15,8,15,67.9539134838709,5,13.494239185483863,49.89756910219721,0,F
2,2,5,13,6,91.33856036182229,4,25.417320045227786,54.7868646569118,0,C
4,0,9,7,5,80.65109201996201,8,30.08138650249525,75.48433028806897,1,B
4,2,9,9,13,77.50023519118369,8,26.68752939889796,57.70483687794609,0,C
2,3,4,5,14,91.61884944241278,10,20.4523561803016,59.75532374019008,0,C
4,0,25,10,16,50.0,8,24.25,65.17221635974148,1,B
1,1,27,7,8,56.48896473952607,3,15.061120592440759,41.025903894832105,0,F
2,3,11,5,13,79.06280381167417,8,21.88285047645927,56.467743203802954,0,C
1,3,19,14,15,55.146226928825094,5,15.893278366103136,49.16707888072986,0,F
1,0,16,10,18,62.65164842146668,3,18.831456052683336,63.34712261473422,1,C
1,0,13,18,16,73.70881156530282,2,20.213601445662853,71.51851501771104,1,B
1,1,13,16,15,68.75509605340896,3,18.594387006676122,65.99463310637245,1,B
2,3,2,14,11,96.71412596358856,10,26.08926574544857,70.00979298492618,1,B
1,0,28,6,16,50.0,4,11.25,51.027342709520454,0,C
1,1,11,12,10,80.76228065847585,5,17.09528508230948,67.17169015477661,1,B
4,1,19,18,14,59.234333303000504,8,28.404291662875064,75.87385729681714,1,B
2,0,17,17,17,73.01420528521167,4,24.12677566065146,78.08688408058674,1,B
2,3,11,19,13,73.12029995384567,8,19.14003749423071,68.58968921801741,1,B
3,2,1,15,14,97.71366796040951,15,24.21420849505119,80.45651805845976,1,A
2,2,1,16,8,98.29903843510411,10,22.287379804388014,73.74629663337831,1,B
2,1,26,6,18,50.0,10,17.25,52.86821428561567,0,C
3,2,16,8,5,63.85366975140046,9,18.981708718925056,43.97126549416277,0,F
2,2,9,18,9,84.61498760353575,8,18.57687345044197,63.59970230790236,1,C
2,0,17,7,17,72.91338476886239,10,21.1141730961078,65.98116246596882,1,B
2,1,21,13,10,61.1126249119903,8,18.63907811399879,53.669686568648075,0,C
2,3,18,6,10,70.55642185848582,6,19.819552732310726,34.10215323168745,0,F
3,1,25,7,16,50.0,15,21.25,47.894634323732696,0,F
2,0,20,11,5,61.5177018085317,6,20.68971272606646,53.12104215674829,0,C
2,2,0,8,19,100.0,4,25.5,72.15410627433093,1,B
3,3,23,10,11,53.01414002115223,6,21.62676750264403,40.04636227781163,0,F
4,1,28,7,12,50.0,8,20.25,50.08173315410271,0,C
1,2,3,5,16,93.12209300079667,4,23.640261625099583,65.77564661671585,1,B
4,1,24,15,9,50.0,20,26.25,56.98220192660363,0,C
3,3,3,10,6,94.40888315656198,15,25.801110394570248,49.16269522532228,0,F
1,1,29,8,6,55.71498875902802,3,13.964373594878502,41.645187423147306,0,F
3,1,1,6,15,98.38347238928125,9,25.297934048660156,70.61690955270886,1,B
3,1,18,11,9,59.84438949029109,6,24.480548686286387,56.39831681774904,0,C
2,2,20,19,11,62.615921435161546,8,21.826990179395192,56.91308711149267,0,C
1,3,11,14,11,79.8211882057309,4,14.977648525716363,50.46285302676081,0,C
2,3,9,17,17,78.49919477268236,6,19.812399346585295,74.3320499788024,1,B
1,2,12,16,8,76.18589331383475,3,16.523236664229344,49.18256768929595,0,F
3,2,28,19,15,50.0,15,23.25,70.25486275952403,1,B
3,2,29,17,18,50.0,15,20.25,62.98709955820533,1,C
4,0,21,9,7,66.81619287399437,12,29.352024109249296,57.84565742193552,0,C
1,1,22,10,13,50.0,5,14.25,47.39382901240717,0,F
2,1,19,10,16,70.03785721145641,6,17.75473215143205,68.05232947092571,1,B
4,3,22,18,18,50.0,16,23.25,60.497272874096964,0,C
4,1,14,13,18,72.66339115360853,8,24.082923894201066,73.1801959551691,1,B
4,0,25,16,11,50.0,12,27.25,63.17855431672498,1,C
2,2,2,6,6,95.5877112656203,6,24.948463908202537,54.044247028180635,0,C
4,3,22,16,5,55.59311056486037,20,23.949138820607544,52.71966328056959,0,C
2,3,19,10,15,59.730358442122785,6,19.46629480526535,45.385091945793434,0,F
4,1,28,13,6,50.0,16,23.25,43.629841648188844,0,F
2,3,12,16,17,70.87178211204112,4,17.858972764005138,62.92799324762255,1,C
3,2,7,8,16,84.91971764818639,15,23.6149647060233,60.36663968753912,0,C
3,3,24,17,7,50.0,12,20.25,51.32035272652604,0,C
3,2,6,16,9,89.51836783964897,6,24.189795979956124,70.12683272516618,1,B
3,0,23,17,18,50.0,15,19.25,61.71187325730727,1,C
3,0,7,17,19,85.07177666898546,12,24.633972083623185,92.35983420199334,1,A
4,2,17,15,7,60.45377053602668,12,24.556721317003337,50.61049830775898,0,C
4,1,8,10,14,82.73718071769619,20,28.342147589712024,80.2252557946313,1,A
4,3,5,11,13,91.00339986984193,12,30.37542498373024,64.91361112411523,1,C
2,1,26,5,14,56.07348352899885,10,22.009185441124856,50.265060442078195,0,C
2,3,3,9,8,95.26910246733053,4,20.908637808416316,53.579085278454315,0,C
2,0,14,8,11,70.79607094835822,10,19.849508868544778,61.21308665438035,0,C
2,0,4,17,8,92.86379456996507,10,21.607974321245635,70.1698272210395,1,B
3,0,25,17,7,50.0,12,19.25,55.94168395739164,0,C
3,3,4,17,14,93.7653742204649,15,25.720671777558113,70.13756888264,1,B
3,0,6,14,5,88.74602160996623,6,23.09325270124578,68.58244674423851,1,B
1,0,29,19,18,50.0,4,16.25,75.96631144359503,1,B
4,0,8,19,16,85.0373273759911,12,26.629665921998885,97.71814561356663,1,A
2,0,6,6,13,90.67429942146047,10,24.33428742768256,74.1712173745891,1,B
2,1,8,6,17,82.20654864933243,4,23.275818581166554,63.40991779481497,1,C
3,0,19,6,15,69.2827506702835,6,23.66034383378544,56.47188942951491,0,C
2,0,9,11,5,86.37037636286662,10,20.79629704535833,64.57518391046166,1,C
2,1,29,15,15,50.0,10,15.25,53.08003503755873,0,C
4,1,25,17,17,57.67809044087375,12,21.209761305109218,68.12511116251018,1,B
3,3,3,15,5,93.01581610466361,9,29.62697701308295,60.648585763680416,0,C
4,2,5,8,19,87.67764700121438,12,28.959705875151798,73.11394835771597,1,B
1,0,23,19,5,53.21521240991848,3,15.65190155123981,57.347021917294335,0,C
1,0,13,10,18,73.6604639193819,3,14.207557989922737,61.513274197014425,0,C
1,0,8,11,9,85.06066204013273,3,19.632582755016593,63.68112169608577,1,C
3,3,0,13,11,100.0,12,27.5,64.83446892977662,1,C
2,0,16,15,11,68.28679364874657,8,20.53584920609332,66.66687021573307,1,B
3,2,12,6,14,80.17486715535244,6,28.021858394419056,58.94656695211641,0,C
3,1,23,14,5,57.11105534937174,12,25.138881918671466,48.67449179718536,0,F
2,3,26,16,10,50.0,10,16.25,60.73028029867005,0,C
4,1,6,17,13,89.90561128251116,20,27.238201410313895,90.14902762599837,1,A
1,0,8,13,10,82.16117402436709,5,18.270146753045886,65.72777316898517,1,B
4,0,10,15,19,78.4841339973181,8,26.810516749664764,90.6532300959996,1,A
1,0,2,9,8,96.88540444943469,4,19.110675556179338,79.40078080155105,1,B
3,2,25,17,19,61.93927828905799,15,22.74240978613225,63.57750352689571,1,C
1,2,11,10,14,79.62218691163817,4,15.95277336395477,54.185286222274826,0,C
3,3,20,10,13,56.156594457363184,15,18.019574307170398,47.05444465317023,0,F
4,1,2,15,17,96.33916414527867,12,29.042395518159836,92.4185734721106,1,A
3,0,14,7,7,69.65173379159309,12,25.706466723949134,59.67540944364356,0,C
4,0,20,15,17,56.69083713944037,16,27.086354642430045,65.13103135020263,1,B
2,0,9,15,14,79.24100839638157,10,21.905126049547697,74.57059131212009,1,B
2,0,0,14,8,100.0,8,26.5,77.85563121104975,1,B
2,2,13,11,8,72.99732441456297,6,20.12466555182037,56.71073332003769,0,C
3,1,26,19,8,59.375074891093824,15,25.421884361386727,56.66165496351087,0,C
2,1,19,17,10,68.15700433480659,6,21.51962554185082,58.18515449216551,0,C
1,3,5,11,17,90.87249548571928,5,23.359061935714912,66.98605599156522,1,B
4,2,1,12,15,97.79261075957054,16,27.22407634494632,78.1181617742686,1,B
4,0,28,9,19,50.0,20,25.25,71.43589544137735,1,B
1,1,22,6,19,59.46454208350997,2,16.433067760438746,52.7214477338478,0,C
3,1,7,19,15,85.85198860218121,15,27.731498575272653,90.43886207625259,1,A
3,2,0,17,11,100.0,12,30.5,84.1502135418741,1,A
4,3,28,7,18,50.0,12,22.25,44.89871933450328,0,F
2,3,3,13,13,94.40024239614866,6,20.800030299518582,63.347196734806715,1,C
3,0,26,19,18,50.0,6,20.25,80.24065785734948,1,A
3,3,3,10,15,93.79656137244811,15,28.724570171556014,71.16341833908328,1,B
1,1,28,12,7,50.0,5,18.25,44.20953444438483,0,F
1,3,4,12,12,93.75979335484098,3,20.719974169355122,57.61011165608559,0,C
2,0,29,18,12,50.0,6,21.25,70.50678447056097,1,B
3,1,27,9,5,50.0,12,22.25,39.65507155020856,0,F
3,3,27,5,9,55.88834266504899,6,24.986042833131123,31.561483318808612,0,F
1,3,19,10,17,67.54730330170412,3,17.443412912713015,48.76848776089859,0,F
3,2,8,11,14,80.9288792711989,15,21.116109908899862,64.42373028868813,1,C
4,0,22,13,9,50.0,12,26.25,59.649525311586345,0,C
1,3,12,6,16,81.6000369469159,4,15.200004618364488,51.10827498349633,0,C
2,2,17,16,12,62.78017464898371,10,20.847521831122965,58.701632917733846,0,C
1,1,16,17,12,67.13300298980234,4,13.391625373725292,60.763336621003006,0,C
3,2,24,6,16,50.0,12,19.25,48.94987343782286,0,F
2,2,0,14,6,100.0,8,24.5,67.68983677625302,1,B
1,3,21,5,7,56.32919983010039,2,16.041149978762547,23.273669033313595,0,F
4,3,14,9,6,77.05463110154095,20,26.63182888769262,49.92291947465944,0,F
4,3,1,6,5,98.04018497633069,20,32.25502312204134,58.317590841861914,0,C
1,2,15,7,6,66.62253449606492,4,20.327816812008116,39.88037513536939,0,F
4,1,19,6,14,53.41700393329245,8,26.677125491661556,40.41404595292721,0,F
4,0,21,15,10,60.859582479195765,12,27.60744780989947,72.84812579336477,1,B
4,2,4,8,16,90.8613140961858,20,27.357664262023224,67.62764483773336,1,B
2,3,26,15,5,50.0,6,20.25,40.52168377184383,0,F
4,0,21,7,10,66.85585168001249,20,28.356981460001563,61.23097726256894,0,C
4,1,18,13,5,62.956416694846816,16,27.86955208685585,55.503884254194034,0,C
4,0,4,14,6,93.26596466584246,20,25.658245583230308,78.00770247676577,1,B
2,3,1,16,12,97.81645070782224,8,24.22705633847778,76.21136868433624,1,B
1,2,6,6,18,87.33949091835616,5,15.91743636479452,65.36213706670654,1,B
3,2,2,11,10,95.05390381673233,12,23.88173797709154,68.84326128016778,1,B
4,3,16,19,13,61.033877358003046,12,23.62923466975038,52.910096290705766,0,C
1,2,29,15,5,56.228187825632446,3,12.028523478204056,50.65617666271345,0,C
4,3,23,18,9,63.659323106050905,12,23.957415388256365,47.039786621991176,0,F
2,2,23,7,11,50.0,10,21.25,48.13125435611259,0,F
1,2,2,14,13,95.62871385404785,2,21.95358923175598,62.53522329691445,1,C
2,2,12,12,18,72.3886528177973,6,23.04858160222466,74.27902577744074,1,B
4,1,6,8,15,89.39911046399006,20,29.174888807998755,78.16408168537511,1,B
4,1,24,18,13,50.0,16,21.25,60.8113816261891,0,C
2,3,23,8,8,55.32435214427288,4,17.91554401803411,27.53658965651354,0,F
3,1,2,13,17,96.47618303065111,6,29.059522878831388,82.8758170198818,1,A
2,3,14,15,8,78.8514915338115,4,18.856436441726437,56.35980582328432,0,C
4,0,28,7,19,50.0,12,22.25,61.84100493250691,1,C
2,0,17,11,8,65.39915456291706,6,17.174894320364633,56.28322234586084,0,C
3,1,28,5,7,50.0,9,21.25,35.83136286014033,0,F
2,0,9,11,12,80.06786749389467,6,20.00848343673683,76.40485356281337,1,B
3,0,22,14,9,65.23082284322487,12,25.15385285540311,64.44674146053364,1,C
3,2,6,15,11,87.47085288158715,15,23.933856610198394,72.94891190903172,1,B
2,2,8,6,14,87.86300368141322,4,22.98287546017665,63.452048844607646,1,C
2,3,4,16,10,91.76887258314827,10,24.471109072893533,60.44835986692301,0,C
1,0,19,18,18,64.84616840111747,2,13.105771050139683,74.94387295813002,1,B
4,3,7,18,13,84.99692915696865,8,31.62461614462108,76.12518013038043,1,B
3,3,13,10,18,73.45953531879849,6,23.18244191484981,59.93738994080739,0,C
1,0,3,19,7,94.71594902975653,2,23.839493628719566,82.61701001213616,1,A
2,1,19,17,10,68.41533842698934,8,21.551917303373667,63.148121093066564,1,C
4,0,27,13,7,50.0,16,26.25,62.11081143659403,1,C
1,2,13,10,6,67.67112790695515,2,18.458890988369394,54.67799813361991,0,C
3,0,11,7,7,78.70731495395802,6,27.838414369244752,56.9766280751039,0,C
1,1,1,5,6,97.75121286217771,3,18.218901607772214,63.12185166427838,1,C
3,3,12,16,6,81.31631769273555,6,27.164539711591942,49.25167809647607,0,F
2,3,0,16,14,100.0,10,26.5,78.60377113085094,1,B
4,2,19,19,15,60.47386229321893,16,26.559232786652366,69.98573207337449,1,B
4,2,6,8,11,86.4928209200291,20,27.811602615003636,59.18411686710188,0,C
4,2,27,8,14,50.0,12,26.25,52.27625471731402,0,C
2,3,24,17,19,51.632906900781244,8,21.454113362597656,52.33080064286456,0,C
3,2,8,12,7,81.88874469922266,9,27.236093087402832,68.647332366874,1,B
2,0,27,14,12,51.041231632389696,6,17.380153954048712,60.03520063892916,0,C
4,3,25,14,17,60.23473697821519,20,26.529342122276898,59.77578328541965,0,C
2,1,16,18,6,70.44559246372151,4,20.80569905796519,58.08196485811366,0,C
2,3,20,17,15,66.8200752910113,8,16.352509411376413,62.378425276334596,1,C
2,0,22,11,15,50.0,8,17.25,61.14432746906716,0,C
3,0,12,14,11,75.0698614302797,6,22.383732678784963,71.43503295118204,1,B
1,2,22,11,7,57.17479051079239,5,17.146848813849047,39.08347339200249,0,F
1,3,9,11,13,78.2915330965909,3,20.786441637073864,53.58126574342428,0,C
2,3,15,16,11,63.99457918949346,10,15.999322398686683,49.168606796273636,0,F
1,3,5,6,19,90.42151360462896,3,20.30268920057862,53.32850325381956,0,C
1,1,15,13,13,64.37908956625284,4,18.047386195781606,59.58746662465643,0,C
2,2,10,10,6,84.35974066856988,4,21.544967583571236,48.650348367596884,0,F
2,0,25,6,10,50.0,4,19.25,57.16333057600017,0,C
4,0,19,5,9,65.5989129574468,16,26.19986411968085,66.82985427486864,1,B
1,2,2,15,18,95.86975543131875,3,17.983719428914846,80.06332472186264,1,A
3,0,27,5,6,52.21840825164544,15,21.52730103145568,37.25771334200269,0,F
2,0,28,5,8,50.0,6,16.25,46.10498651471586,0,F
4,2,8,8,8,87.42576013330975,8,28.92822001666372,57.12805210591253,0,C
3,0,14,8,12,72.74262598507089,15,20.092828248133863,72.02051043231751,1,B
1,3,27,18,17,50.0,5,12.25,57.9952770125888,0,C
4,1,12,16,11,74.61265297195251,12,28.326581621494064,66.914198392481,1,B
2,2,9,13,17,79.8511744921164,6,22.98139681151455,67.02418632967951,1,B
3,1,19,17,9,57.73610879988118,9,20.217013599985147,56.831389731568834,0,C
2,0,23,16,13,50.0,10,15.25,61.09541441380182,0,C
1,0,12,16,5,79.18855108612371,4,16.898568885765464,58.713906417824084,0,C
3,3,16,5,8,70.07189610556969,15,26.75898701319621,45.166554767553905,0,F
1,2,6,7,9,88.70780130411836,2,21.088475163014795,56.02303851027263,0,C
1,0,27,7,12,50.0,4,12.25,47.71645075122382,0,F
4,2,5,12,7,90.45344071457396,16,32.306680089321745,67.64064026733934,1,B
2,2,12,6,18,79.33756947154387,6,24.917196183942984,63.71166741077194,1,C
3,2,27,10,16,50.0,15,20.25,58.033645684408285,0,C
1,2,16,15,9,69.16372936279635,2,17.645466170349543,59.106583225160435,0,C
1,2,14,8,7,75.49887911637953,5,14.43735988954744,53.081909278638214,0,C
3,1,3,17,17,93.35459357662539,9,22.669324197078176,81.43537257523595,1,A
1,3,27,14,11,54.318017260511326,5,14.789752157563916,38.42555808394253,0,F
4,2,14,10,14,70.13304343076912,8,28.766630428846142,63.61998773085638,1,C
4,1,13,17,7,74.903100773418,12,24.36288759667725,75.31816378987237,1,B
4,0,20,9,11,63.616656713386554,20,25.95208208917332,68.81524381628378,1,B
4,2,10,16,18,75.54017732512699,8,26.442522165640874,74.1656559229896,1,B
1,0,23,13,6,58.03862732026006,2,13.254828415032508,52.82058626782806,0,C
3,2,3,13,11,94.45747787755009,9,26.807184734693763,85.04863560971685,1,A
3,1,2,5,13,95.25872327173366,9,29.907340408966707,73.970717154282,1,B
3,1,1,7,16,98.37095663712451,12,24.29636957964056,76.0850005360242,1,B
3,1,19,5,9,69.44669375672484,12,19.680836719590605,61.87943252158692,1,C
2,3,26,10,16,53.64959761380294,4,18.706199701725367,53.76612882272708,0,C
3,0,9,16,10,81.17527669052987,9,21.146909586316234,68.45311661280536,1,B
2,3,29,7,17,50.0,6,14.25,34.8835779522086,0,F
2,2,12,18,14,74.6973462299719,10,21.33716827874649,68.61584029739794,1,B
4,0,19,5,15,68.46473801015574,20,25.558092251269468,73.25482042392535,1,B
2,1,28,10,7,50.67937623451428,10,15.334922029314285,41.958719356738534,0,F
1,0,25,9,17,50.0,5,15.25,53.03743117667352,0,C
2,1,20,16,14,65.65701595482535,8,21.207126994353168,71.35312329274377,1,B
4,3,28,16,9,50.0,20,20.25,38.04483842557145,0,F
2,3,22,12,17,54.40174670618282,6,21.800218338272852,48.33812176491975,0,F
1,1,24,18,19,50.0,2,18.25,59.80990047467566,0,C
1,1,17,6,9,73.14192681608091,2,15.142740852010114,50.8690945133756,0,C
1,2,20,12,7,60.791720428581904,2,16.598965053572737,39.93590008807261,0,F
4,3,15,16,12,71.55593558886804,16,25.944491948608505,60.50043705355186,0,C
4,3,10,9,10,76.75758750548823,8,27.59469843818603,53.318681040590164,0,C
3,2,9,12,17,78.3973259287441,12,24.799665741093012,69.89889783741333,1,B
4,3,8,16,7,80.74389465174909,16,26.092986831468636,57.386891445584425,0,C
1,1,11,14,5,79.37346755654247,2,21.921683444567808,57.902827858847274,0,C
1,0,29,8,14,50.0,4,16.25,64.69016983138098,1,C
4,0,28,19,5,50.0,20,21.25,66.13101924100064,1,B
2,3,18,8,17,66.80824649250755,10,20.351030811563444,51.50136240718756,0,C
4,2,0,14,15,100.0,20,26.5,83.5685895638819,1,A
4,1,17,19,14,70.8692921732971,16,22.858661521662135,78.37495057922818,1,B
1,0,13,19,16,71.93710690703955,5,15.992138363379944,75.4098351369969,1,B
3,1,21,8,6,50.0,6,17.25,40.1287732755845,0,F
1,3,20,18,14,64.4017286060778,2,17.050216075759725,50.95225049960766,0,C
3,3,0,15,9,100.0,12,24.5,64.08352144088974,1,C
1,0,16,19,11,73.70302205508195,4,16.21287775688524,78.47351960776948,1,B
4,3,10,10,5,83.78616057902741,20,29.473270072378426,59.325184789612294,0,C
1,2,19,8,5,69.30275491676755,3,19.662844364595944,48.58551053530627,0,F
1,3,27,13,8,55.75973941417558,2,13.969967426771948,38.71043637065211,0,F
1,3,14,13,17,75.97369181566782,3,21.496711476958478,58.2724503086,0,C
4,3,3,7,14,93.81150851319461,20,28.726438564149326,65.95810866255106,1,B
4,1,14,11,19,68.26220091938248,16,25.53277511492281,62.909868596934885,1,C
4,1,21,16,10,65.83600250207077,20,23.229500312758844,73.98784382808077,1,B
4,0,21,9,13,50.229686247594785,12,27.278710780949346,44.382876315472046,0,F
3,0,25,19,5,50.0,15,24.25,65.44302983726561,1,B
3,0,13,16,15,71.04395565546241,12,20.8804944569328,72.35332068765621,1,B
2,3,21,13,14,59.554718211309066,6,21.444339776413635,50.23349355931232,0,C
4,1,0,6,9,100.0,20,28.5,67.79890755630126,1,B
3,2,25,7,13,50.0,12,21.25,40.37723959228951,0,F
1,3,8,14,12,80.96811084258849,5,19.12101385532356,46.6830502577709,0,F
4,3,26,9,11,52.28255421953158,20,23.53531927744145,37.29750046805375,0,F
2,3,6,16,17,86.69207463267328,8,19.83650932908416,75.29862367857102,1,B
2,2,22,9,14,65.63495248405181,8,22.204369060506476,48.33646182286817,0,F
2,0,10,14,6,77.90505128528358,10,18.738131410660447,60.783875107870344,0,C
1,2,22,16,13,65.49721254132436,2,17.187151567665545,57.918420723244154,0,C
3,0,1,19,16,97.91281366411131,15,26.239101708013912,85.18112967900525,1,A
1,2,1,18,17,97.90244671410471,4,21.23780583926309,80.67003249808154,1,A
4,1,5,18,12,90.9892172278809,8,29.37365215348511,82.2714238969154,1,A
2,3,22,11,17,65.25930000431191,8,18.15741250053899,56.16905070729038,0,C
1,3,18,17,15,55.91197405517613,5,12.988996756897016,47.30277864220467,0,F
1,3,28,18,19,50.0,3,13.25,60.730375867495354,0,C
3,0,19,12,14,60.484595622646616,12,20.560574452830828,71.50403374109052,1,B
3,2,13,12,14,72.50472844260383,12,24.06309105532548,54.197873412481485,0,C
2,1,27,18,13,50.0,6,17.25,63.055398501701134,1,C
